언어명,시군구명,시도명,관광지명,,KTO카테고리대분류명,KTO카테고리중분류명,KTO카테고리소분류명,사용자방문건수
중간체,김제시,전라북도,金山寺(金堤市)금산사(김제),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331499,인문(문화/예술/역사),역사관광지,사찰,69
중간체,정읍시,전라북도,井邑?文化公?(정읍사문화공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732192,인문(문화/예술/역사),휴양관광지,공원,67
중간체,정읍시,전라북도,?藏山?立公?내장산국립공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331231,자연,자연관광지,국립공원,63
중간체,부안군,전라북도,??寺(扶安)내소사(부안),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331230,인문(문화/예술/역사),역사관광지,사찰,58
중간체,김제시,전라북도,金堤碧骨堤(김제 벽골제),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1568914,인문(문화/예술/역사),역사관광지,유적지/사적지,58
중간체,전주시 완산구,전라북도,梧木台和梨木台오목대와 이목대,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1245284,인문(문화/예술/역사),역사관광지,유적지/사적지,56
중간체,정읍시,전라북도,?藏寺(내장사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331237,인문(문화/예술/역사),역사관광지,사찰,53
중간체,전주시 완산구,전라북도,全州?????(전주전통한지원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1696302,인문(문화/예술/역사),체험관광지,이색체험,53
중간체,전주시 덕진구,전라북도,德津公?(덕진공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331359,인문(문화/예술/역사),휴양관광지,공원,53
중간체,김제시,전라북도,?廷?阿里?文??(조정래 아리랑문학관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1764762,인문(문화/예술/역사),문화시설,전시관,53
중간체,남원시,전라북도,蛇谷(뱀사골 계곡),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1541497,자연,자연관광지,계곡,52
중간체,진안군,전라북도,?耳山塔寺(마이산 탑사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1336526,인문(문화/예술/역사),역사관광지,사찰,52
중간체,전주시 완산구,전라북도,全州??文化?(전주전통문화관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331653,인문(문화/예술/역사),문화시설,문화전수시설,52
중간체,무주군,전라북도,安?寺(茂朱)안국사(무주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331541,인문(문화/예술/역사),역사관광지,사찰,49
중간체,무주군,전라북도,茂朱?火??(무주 반디랜드),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=613655,인문(문화/예술/역사),휴양관광지,공원,48
중간체,군산시,전라북도,仙游?(선유도),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1709388,자연,자연관광지,섬,46
중간체,고창군,전라북도,?云寺(高敞)선운사(고창),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331128,인문(문화/예술/역사),역사관광지,사찰,45
중간체,남원시,전라북도,南原?校(남원향교),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1844363,인문(문화/예술/역사),역사관광지,유적지/사적지,45
중간체,전주시 완산구,전라북도,全州?校전주향교,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331351,인문(문화/예술/역사),역사관광지,유적지/사적지,42
중간체,진안군,전라북도,?水寺(은수사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2483045,인문(문화/예술/역사),역사관광지,사찰,39
중간체,익산시,전라북도,益山?勒寺址[?合??科文??世界??]익산 미륵사지 [유네스코 세계유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331531,인문(문화/예술/역사),역사관광지,유적지/사적지,38
중간체,김제시,전라북도,文殊寺(金堤)문수사(김제),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732209,인문(문화/예술/역사),역사관광지,사찰,35
중간체,장수군,전라북도,?介祠堂(?岩祠)논개사당(의암사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1336522,인문(문화/예술/역사),역사관광지,유적지/사적지,32
중간체,전주시 완산구,전라북도,完山七峰(完山公?)완산칠봉(완산공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2603020,자연,자연관광지,자연생태관광지,30
중간체,남원시,전라북도,?相寺(南原)실상사(남원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331528,인문(문화/예술/역사),역사관광지,사찰,29
중간체,전주시 완산구,전라북도,?立全州博物?(국립전주박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331615,인문(문화/예술/역사),문화시설,박물관,28
중간체,군산시,전라북도,?浦海洋主?公?진포해양테마공원,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1709402,인문(문화/예술/역사),휴양관광지,테마공원,28
중간체,고창군,전라북도,?云山兜率谷(선운산 도솔계곡),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331175,자연,자연관광지,계곡,28
중간체,전주시 완산구,전라북도,全州殿洞?堂전주전동성당,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=847359,인문(문화/예술/역사),역사관광지,종교성지,27
중간체,부안군,전라북도,直沼瀑布(직소폭포),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331546,자연,자연관광지,폭포,25
중간체,전주시 완산구,전라북도,致命者山?地(치명자산성지),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331350,인문(문화/예술/역사),역사관광지,종교성지,25
중간체,고창군,전라북도,高敞支石墓博物?(고창고인돌박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1247664,인문(문화/예술/역사),문화시설,박물관,24
중간체,고창군,전라북도,高敞邑城(고창읍성),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=690102,인문(문화/예술/역사),역사관광지,성,23
중간체,완주군,전라북도,松?寺(完州)송광사(완주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728619,인문(문화/예술/역사),역사관광지,사찰,23
중간체,군산시,전라북도,?波湖水公?(?波?民?光地)은파호수공원(은파국민관광지),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1124069,인문(문화/예술/역사),휴양관광지,공원,23
중간체,전주시 완산구,전라북도,?基殿경기전,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331348,인문(문화/예술/역사),역사관광지,고궁,22
중간체,완주군,전라북도,大雅?木?(대아수목원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728622,자연,자연관광지,수목원,22
중간체,전주시 완산구,전라북도,?固寺(동고사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1567518,인문(문화/예술/역사),역사관광지,사찰,21
중간체,고창군,전라북도,高敞支石墓?址[?合??科文??世界文化??]고창 고인돌 유적 [유네스코 세계문화유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331514,인문(문화/예술/역사),역사관광지,유적지/사적지,21
중간체,완주군,전라북도,高山自然修?林(고산자연휴양림),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728626,자연,자연관광지,자연휴양림,21
중간체,정읍시,전라북도,???民革命?念?(동학농민혁명기념관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732195,인문(문화/예술/역사),문화시설,기념관,19
중간체,완주군,전라북도,五姓?屋村(오성한옥마을),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2811528,인문(문화/예술/역사),역사관광지,민속마을,18
중간체,진안군,전라북도,云日岩半日岩溪谷(운일암 반일암 계곡),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1735783,자연,자연관광지,계곡,18
중간체,부안군,전라북도,?岩寺(개암사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331548,인문(문화/예술/역사),역사관광지,사찰,17
중간체,익산시,전라북도,益山王?里五?石塔익산 왕궁리 오층석탑,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1899158,인문(문화/예술/역사),역사관광지,유적지/사적지,17
중간체,순창군,전라북도,?泉山郡立公?(강천산군립공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1096652,자연,자연관광지,군립공원,17
중간체,무주군,전라북도,茂朱德裕山度假村滑雪?(무주덕유산리조트 스키장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331023,레포츠,육상 레포츠,스키/스노보드,17
중간체,순창군,전라북도,淳昌??博物?(순창장류박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1624218,인문(문화/예술/역사),문화시설,박물관,16
중간체,군산시,전라북도,群山高?夫俱?部군산컨트리클럽,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1992319,레포츠,육상 레포츠,골프,16
중간체,전주시 완산구,전라북도,全州南部市?(전주 남부시장),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1996661,쇼핑,쇼핑,상설시장,16
중간체,부안군,전라북도,扶安彩石江(부안 채석강),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331207,자연,자연관광지,해안절경,15
중간체,익산시,전라북도,益山王?里?址[?合??科文??世界??]익산 왕궁리유적 [유네스코 세계유산],https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1854008,인문(문화/예술/역사),역사관광지,유적지/사적지,15
중간체,완주군,전라북도,大芚山道立公?(全北地?)대둔산도립공원(전북지역),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1330723,자연,자연관광지,도립공원,15
중간체,남원시,전라북도,魂火文??(혼불문학관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732196,인문(문화/예술/역사),역사관광지,민속마을,14
중간체,고창군,전라북도,文殊寺(高敞)문수사(고창),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2402810,인문(문화/예술/역사),역사관광지,사찰,13
중간체,군산시,전라북도,群山近代史博物?(군산근대역사박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2029225,인문(문화/예술/역사),문화시설,박물관,13
중간체,부안군,전라북도,?山海水浴?변산해수욕장,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331205,자연,자연관광지,해수욕장,12
중간체,무주군,전라북도,茂朱德裕山度假村(무주덕유산리조트),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331229,인문(문화/예술/역사),휴양관광지,관광단지,11
중간체,무주군,전라북도,茂朱山葡萄酒洞窟(무주머루와인동굴),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1315794,인문(문화/예술/역사),산업관광지,기타,11
중간체,남원시,전라북도,南原旅游?地(남원관광단지),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331560,인문(문화/예술/역사),휴양관광지,관광단지,11
중간체,전주시 완산구,전라북도,御?博物?(어진박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2469584,인문(문화/예술/역사),문화시설,박물관,11
중간체,익산시,전라북도,?立益山博物?국립익산박물관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=822300,인문(문화/예술/역사),문화시설,박물관,11
중간체,완주군,전라북도,威?瀑布(위봉폭포),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1735789,자연,자연관광지,폭포,11
중간체,무주군,전라북도,?江急速茂朱漂流(금강스피드무주래프팅),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1912572,레포츠,수상 레포츠,래프팅,11
중간체,무주군,전라북도,茂朱寒??무주한풍루,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1835411,인문(문화/예술/역사),역사관광지,유적지/사적지,11
중간체,무주군,전라북도,德裕山?立公?(本所，赤?分所)덕유산국립공원(본소_적상분소),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331208,자연,자연관광지,국립공원,10
중간체,무주군,전라북도,茂朱?川洞?光特?무주 구천동 관광특구,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1835177,인문(문화/예술/역사),휴양관광지,관광단지,10
중간체,무주군,전라북도,白?寺(茂朱)백련사(무주),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331211,인문(문화/예술/역사),역사관광지,사찰,10
중간체,김제시,전라북도,?母庵(성모암),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732210,인문(문화/예술/역사),역사관광지,사찰,10
중간체,전주시 완산구,전라북도,?南?풍남문,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331354,인문(문화/예술/역사),역사관광지,문,10
중간체,익산시,전라북도,益山笠店里古?익산 입점리 고분,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728958,인문(문화/예술/역사),역사관광지,유적지/사적지,10
중간체,전주시 완산구,전라북도,??苑(동락원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1567519,숙박,숙박시설,관광호텔,9
중간체,군산시,전라북도,新侍??村??村(신시도 어촌체험마을),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1567523,자연,자연관광지,섬,9
중간체,군산시,전라북도,??寺(群山)동국사(군산),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1567544,인문(문화/예술/역사),역사관광지,사찰,8
중간체,전주시 덕진구,전라북도,全州?屋?路自行?전주한옥레일바이크,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2436609,레포츠,육상 레포츠,트래킹,8
중간체,전주시 덕진구,전라북도,??道路公社?木?(한국도로공사수목원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1909689,자연,자연관광지,수목원,8
중간체,전주시 완산구,전라북도,全州?史博物?(전주역사박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331650,인문(문화/예술/역사),문화시설,박물관,7
중간체,부안군,전라북도,大明度假村?山水上??(대명리조트 변산아쿠아월드),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1111633,자연,자연관광지,자연생태관광지,7
중간체,전주시 완산구,전라북도,全州??酒博物?전주 전통술박물관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=921810,인문(문화/예술/역사),문화시설,박물관,6
중간체,김제시,전라북도,?信寺(귀신사),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1732197,인문(문화/예술/역사),역사관광지,사찰,5
중간체,고창군,전라북도,高敞申在孝古宅(고창신재효고택),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1844289,인문(문화/예술/역사),역사관광지,고택,5
중간체,전주시 덕진구,전라북도,全州??博物?전주한지박물관,https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331654,인문(문화/예술/역사),문화시설,박물관,5
중간체,고창군,전라북도,高敞板索里博物?(고창판소리박물관),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1708173,인문(문화/예술/역사),문화시설,박물관,5
중간체,장수군,전라북도,?安山郡立公?(장안산군립공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728631,자연,자연관광지,군립공원,5
중간체,무주군,전라북도,九千洞溪谷(구천동 계곡),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=331210,자연,자연관광지,계곡,5
중간체,김제시,전라북도,母岳山道立公?(모악산도립공원),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=1728623,자연,자연관광지,도립공원,4
중간체,완주군,전라북도,完州??文化??村(완주 삼례문화예술촌),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=2504199,인문(문화/예술/역사),산업관광지,기타,4
중간체,부안군,전라북도,新万金(새만금),https://chinese.visitkorea.or.kr/chs/ATR/SI_CHG_2_1_1_1.jsp?cid=782207,인문(문화/예술/역사),휴양관광지,관광단지,4
